IdCliente;Sexo;Jubilado;Pareja;Dependientes;Antigüedad;Teléfono;MultiplesLíneas;Internet;SeguridadOnline;BackupOnline;SeguroDispositivo;SoporteTécnico;Televisión;Cine;Contrato;FacturaElectrónica;MétodoPago;CargoMensual;TotalFacturado;Baja
1336-EZFZY;Mujer;0;No;No;4;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.05;83.3;No
4282-MSACW;Hombre;0;No;No;68;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);117.2;8035.95;No
1403-LKLIK;Mujer;0;Sí;Sí;33;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20.1;579.4;No
2636-ALXXZ;Mujer;1;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;69.6;69.6;Sí
7774-OJSXI;Hombre;0;No;No;31;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;Sí;Cheque electrónico;103.45;3066.45;Sí
7786-WBJYI;Mujer;0;No;No;4;Sí;Sí;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);77.95;305.55;Sí
0136-IFMYD;Hombre;1;Sí;No;69;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Cheque electrónico;109.95;7634.25;No
5144-TVGLP;Hombre;1;No;No;38;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;No;Cheque electrónico;94.75;3653;No
9643-AVVWI;Mujer;0;Sí;Sí;3;Sí;No;Fibra óptica;No;Sí;No;Sí;No;No;Mes a mes;Sí;Cheque electrónico;80;241.3;No
0253-ZTEOB;Mujer;0;Sí;Sí;48;Sí;Sí;DSL;No;Sí;No;Sí;Sí;Sí;Dos años;No;Cheque electrónico;79.65;3870.3;No
2706-QZIHY;Mujer;0;Sí;No;15;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;25.2;387.9;No
6061-PQHMK;Mujer;0;No;No;25;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Tarjeta crédito (automática);19.9;527.5;No
9885-CSMWE;Mujer;1;No;No;1;Sí;No;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;No;Cheque electrónico;78.45;78.45;Sí
6137-MFAJN;Mujer;0;No;No;48;No;Sin servicio de telefonía;DSL;Sí;Sí;No;No;Sí;No;Mes a mes;Sí;Cheque electrónico;44.8;2104.55;No
9122-UMROB;Hombre;0;No;No;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.3;20.3;No
4232-JGKIY;Hombre;0;No;No;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque electrónico;19.2;19.2;No
2402-TAIRZ;Mujer;0;No;No;37;Sí;No;Fibra óptica;No;Sí;Sí;No;No;No;Un año;No;Cheque electrónico;80.05;3019.1;No
9659-ZTWSM;Hombre;1;Sí;No;66;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);107.35;7051.95;No
9139-TWBAS;Mujer;0;Sí;No;26;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;No;Sí;No;Un año;No;Transferencia bancaria (automática);47.85;1190.5;No
6685-GBWJZ;Hombre;0;Sí;No;63;Sí;No;DSL;Sí;Sí;No;Sí;Sí;No;Un año;No;Tarjeta crédito (automática);70.8;4448.8;No
5016-ETTFF;Hombre;0;No;No;10;No;Sin servicio de telefonía;DSL;No;No;Sí;No;No;No;Mes a mes;No;Cheque por correo;29.5;255.25;Sí
3866-MDTUB;Mujer;0;No;No;2;Sí;No;DSL;Sí;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;70.75;146.9;Sí
2195-VVRJF;Hombre;1;Sí;No;18;Sí;No;DSL;Sí;No;No;No;No;Sí;Mes a mes;Sí;Tarjeta crédito (automática);59.1;1011.05;No
3913-RDSJZ;Mujer;0;Sí;No;64;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;25.55;1714.95;No
8058-JMEQO;Mujer;1;No;No;9;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;84.45;762.5;Sí
4203-QGNZA;Mujer;0;No;Sí;28;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.25;535.35;No
5043-TRZWM;Mujer;0;No;No;1;Sí;No;Fibra óptica;No;No;Sí;No;No;No;Mes a mes;No;Cheque electrónico;75.55;75.55;No
0697-ZMSWS;Hombre;0;No;No;4;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;85.65;338.9;Sí
7657-DYEPJ;Hombre;1;No;No;38;Sí;No;DSL;No;Sí;Sí;Sí;Sí;No;Un año;Sí;Tarjeta crédito (automática);70.15;2497.35;Sí
9494-BDNNC;Hombre;0;Sí;No;66;Sí;Sí;Fibra óptica;No;Sí;Sí;No;No;Sí;Un año;No;Cheque electrónico;95.3;6273.4;No
1640-PLFMP;Mujer;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;70.25;70.25;No
5366-OBVMR;Mujer;0;Sí;No;18;Sí;No;DSL;No;No;No;Sí;No;No;Mes a mes;Sí;Cheque por correo;50.3;908.75;No
8276-MQBYC;Hombre;1;No;No;51;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;97.8;4913.3;Sí
7644-OMVMY;Hombre;0;Sí;Sí;0;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.85; ;No
7593-XFKDI;Hombre;0;No;No;1;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;46.3;46.3;Sí
4573-JKNAE;Hombre;0;No;Sí;12;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);19.35;212.3;No
0337-CNPZE;Mujer;0;No;No;41;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;106.3;4443.45;Sí
9817-APLHW;Hombre;0;No;No;12;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque electrónico;25;316.2;No
8380-MQINP;Mujer;0;Sí;Sí;55;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;20.3;1079.05;No
0840-DFEZH;Mujer;0;No;No;7;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;75.35;564.65;No
1513-XNPPH;Mujer;0;No;No;12;Sí;No;Fibra óptica;No;No;Sí;Sí;No;Sí;Mes a mes;Sí;Cheque electrónico;89.4;1095.65;Sí
8690-ZVLCL;Mujer;0;Sí;Sí;68;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;No;Tarjeta crédito (automática);88;6161.9;No
6015-VVHHE;Mujer;1;No;No;5;Sí;Sí;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;Sí;Tarjeta crédito (automática);83.15;446.05;Sí
1125-SNVCK;Mujer;1;No;No;49;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;43.8;2106.05;No
0384-LPITE;Hombre;0;No;No;40;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;No;Sí;Sí;Un año;No;Tarjeta crédito (automática);62.05;2511.55;No
4616-EWBNJ;Mujer;0;No;No;16;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Transferencia bancaria (automática);20.1;318.6;No
6347-DCUIK;Hombre;0;No;No;10;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;74.15;811.8;Sí
1335-HQMKX;Mujer;0;Sí;No;72;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;Sí;Cheque electrónico;101.35;7323.15;No
2545-EBUPK;Mujer;1;No;No;2;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;84.05;186.05;No
6923-AQONU;Hombre;0;Sí;Sí;23;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;20.9;454;No
2172-EJXVF;Mujer;1;No;No;71;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;Sí;Cheque electrónico;105.9;7521.95;No
0897-FEGMU;Mujer;0;Sí;No;11;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;99.5;1056.95;Sí
7663-RGWBC;Hombre;0;No;No;1;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;44.15;44.15;Sí
1120-BMWUB;Mujer;0;No;No;16;Sí;No;DSL;No;Sí;No;Sí;No;No;Mes a mes;Sí;Cheque por correo;53.9;834.15;Sí
9124-LHCJQ;Mujer;0;No;No;1;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque por correo;85.45;85.45;Sí
4536-PLEQY;Hombre;0;Sí;No;12;Sí;No;Fibra óptica;No;Sí;No;No;No;Sí;Mes a mes;Sí;Tarjeta crédito (automática);85.05;999.8;No
7029-IJEJK;Mujer;0;No;No;54;No;Sin servicio de telefonía;DSL;Sí;No;No;Sí;No;Sí;Un año;No;Transferencia bancaria (automática);44.1;2369.7;No
8871-JLMHM;Mujer;0;Sí;No;68;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;No;No;Dos años;No;Tarjeta crédito (automática);90.2;6297.65;No
2235-ZGKPT;Mujer;0;Sí;Sí;4;Sí;Sí;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;50.85;239.55;Sí
3891-PUQOD;Mujer;0;No;Sí;1;Sí;No;DSL;No;No;Sí;No;No;Sí;Mes a mes;No;Cheque electrónico;59.2;59.2;Sí
5447-VYTKW;Hombre;0;No;No;27;Sí;No;DSL;Sí;No;No;Sí;No;No;Mes a mes;No;Cheque por correo;53.45;1461.45;No
3623-FQBOX;Hombre;0;No;No;21;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;19.95;416.4;No
0689-NKYLF;Hombre;0;No;No;13;Sí;No;Fibra óptica;No;No;Sí;No;Sí;No;Mes a mes;Sí;Cheque electrónico;83.2;1060.6;Sí
8659-HDIYE;Mujer;1;No;No;64;Sí;Sí;DSL;No;Sí;Sí;Sí;No;Sí;Mes a mes;No;Tarjeta crédito (automática);74.65;4869.35;No
3658-KIBGF;Mujer;0;No;No;1;Sí;No;DSL;Sí;Sí;No;No;No;No;Mes a mes;Sí;Cheque electrónico;54.9;54.9;Sí
3474-BAFSJ;Hombre;0;Sí;No;57;No;Sin servicio de telefonía;DSL;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);57.5;3265.95;No
5519-YLDGW;Mujer;0;Sí;No;21;Sí;Sí;Fibra óptica;Sí;No;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;103.9;2254.2;Sí
3865-ZFZIB;Hombre;0;No;No;19;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.65;358.15;No
1855-AGAWH;Hombre;0;Sí;No;31;Sí;No;Fibra óptica;No;No;Sí;No;Sí;Sí;Un año;Sí;Cheque electrónico;93.8;2939.8;No
7109-CQYUZ;Hombre;0;No;No;52;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Cheque por correo;89.25;4652.4;No
1370-GGAWX;Mujer;0;No;No;46;Sí;Sí;Fibra óptica;No;Sí;Sí;No;No;Sí;Un año;Sí;Cheque electrónico;94.15;4408.45;No
4680-KUTAJ;Mujer;1;No;No;11;Sí;Sí;DSL;Sí;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;55.6;580.8;No
5307-UVGNB;Mujer;0;Sí;Sí;53;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;No;No;Sí;Mes a mes;Sí;Transferencia bancaria (automática);48.7;2495.2;No
4946-EDSEW;Mujer;0;Sí;Sí;11;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;19.25;180.3;Sí
2883-ILGWO;Hombre;1;No;No;57;Sí;Sí;Fibra óptica;No;Sí;No;Sí;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);104.9;5913.95;No
2516-VQRRV;Mujer;1;No;No;2;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;75.45;158.4;Sí
7580-UGXNC;Mujer;1;No;No;2;Sí;No;DSL;Sí;Sí;No;No;No;No;Mes a mes;No;Cheque por correo;54.85;104.2;Sí
3642-BYHDO;Mujer;0;Sí;Sí;71;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);19.9;1389.35;No
9629-NHXFW;Mujer;0;Sí;Sí;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;19.4;19.4;No
2696-RZVZW;Hombre;0;Sí;No;68;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);25.05;1629.2;No
5766-FTRTS;Hombre;0;Sí;No;72;Sí;No;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;No;Cheque por correo;84.45;6033.1;No
0396-HUJBP;Mujer;0;No;No;2;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;19.3;44.4;No
5178-LMXOP;Hombre;1;Sí;No;1;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;95.1;95.1;Sí
8879-ZKJOF;Mujer;0;No;No;41;Sí;No;DSL;Sí;No;Sí;Sí;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);79.85;3320.75;No
6285-FTQBF;Hombre;0;Sí;Sí;72;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);25.55;1867.7;No
8185-UPYBR;Hombre;0;Sí;No;6;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;75.5;438;Sí
4585-HETAI;Mujer;0;Sí;Sí;4;Sí;No;Fibra óptica;No;No;Sí;No;No;No;Mes a mes;Sí;Cheque electrónico;73.75;325.45;Sí
7526-BEZQB;Hombre;0;No;No;12;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;96.05;1148.1;Sí
1474-JUWSM;Mujer;0;Sí;No;58;Sí;Sí;DSL;Sí;No;No;Sí;No;Sí;Un año;Sí;Cheque electrónico;68.4;3972.25;No
3530-CRZSB;Mujer;0;No;No;7;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.65;155.9;No
8498-XXGWA;Mujer;0;Sí;No;65;Sí;No;DSL;Sí;No;Sí;No;No;No;Mes a mes;Sí;Cheque por correo;55.15;3673.15;No
9617-INGJY;Hombre;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;70.6;70.6;No
0621-TSSMU;Hombre;0;Sí;No;56;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Tarjeta crédito (automática);19.95;1126.75;No
7234-KMNRQ;Hombre;0;No;No;4;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;19;73.45;No
7636-PEPNS;Mujer;0;Sí;Sí;58;Sí;No;DSL;No;No;No;No;No;No;Un año;Sí;Cheque por correo;44.1;2413.05;No
4683-WYDOU;Hombre;0;Sí;No;62;Sí;Sí;Fibra óptica;No;No;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);107.6;6912.7;No
9052-DHNKM;Hombre;0;No;No;26;Sí;Sí;DSL;Sí;Sí;No;No;No;No;Un año;No;Cheque electrónico;61.55;1581.95;No
6794-HKIAJ;Hombre;0;No;No;62;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;No;No;Mes a mes;No;Transferencia bancaria (automática);90.7;5586.45;No
5578-NKCXI;Mujer;0;Sí;Sí;58;Sí;No;Fibra óptica;Sí;Sí;No;No;Sí;Sí;Un año;No;Tarjeta crédito (automática);99.25;5846.65;No
1642-HMARX;Mujer;0;Sí;No;68;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Cheque electrónico;91.7;6424.7;No
3096-WPXBT;Mujer;0;Sí;Sí;61;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;No;Sí;Un año;Sí;Tarjeta crédito (automática);100.7;6018.65;No
8434-PNQZX;Mujer;0;No;No;42;Sí;Sí;DSL;No;No;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);78.45;3373.4;No
5950-AAAGJ;Hombre;0;No;No;18;Sí;Sí;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;No;Transferencia bancaria (automática);84.3;1537.9;No
4299-OPXEJ;Mujer;0;No;No;56;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Transferencia bancaria (automática);19.55;1080.55;No
4951-UKAAQ;Mujer;0;No;No;4;Sí;Sí;Fibra óptica;No;Sí;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;88.95;355.2;Sí
9618-LFJRU;Mujer;0;No;No;4;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Tarjeta crédito (automática);20.45;82.85;No
6693-DJWTY;Mujer;0;No;Sí;35;Sí;No;DSL;Sí;Sí;No;No;No;No;Un año;No;Tarjeta crédito (automática);55.6;2016.45;No
0744-GKNGE;Mujer;0;Sí;Sí;64;Sí;Sí;Fibra óptica;Sí;No;No;Sí;No;No;Mes a mes;Sí;Transferencia bancaria (automática);86.8;5327.25;No
6447-EGDIV;Mujer;0;No;No;31;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20.95;683.25;No
1167-OYZJF;Mujer;1;Sí;No;67;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Transferencia bancaria (automática);20.05;1263.05;No
2108-YKQTY;Mujer;0;No;No;4;Sí;No;DSL;No;Sí;No;No;No;No;Mes a mes;No;Tarjeta crédito (automática);50.7;151.3;Sí
4806-DXQCE;Mujer;1;Sí;No;70;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Cheque electrónico;113.65;7714.65;No
4918-QLLIW;Hombre;0;No;No;3;Sí;No;DSL;No;No;No;No;Sí;No;Mes a mes;No;Tarjeta crédito (automática);53.4;188.7;Sí
7056-IMHCC;Hombre;1;Sí;No;53;Sí;Sí;Fibra óptica;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;101.9;5549.4;Sí
4854-SSLTN;Hombre;0;Sí;Sí;2;Sí;No;DSL;Sí;Sí;No;Sí;No;No;Dos años;No;Cheque por correo;59.5;130.5;No
5294-DMSFH;Mujer;0;Sí;Sí;29;Sí;No;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Tarjeta crédito (automática);87.8;2621.75;No
4837-PZTIC;Mujer;0;No;No;47;No;Sin servicio de telefonía;DSL;Sí;No;Sí;Sí;No;No;Dos años;No;Cheque por correo;41.9;1875.25;No
1625-JAIIY;Mujer;0;Sí;Sí;68;Sí;Sí;Fibra óptica;No;No;No;No;Sí;No;Un año;Sí;Cheque electrónico;83;5685.8;Sí
0603-OLQDC;Hombre;0;No;Sí;12;Sí;No;DSL;Sí;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque por correo;69.85;837.5;No
3272-VUHPV;Mujer;0;Sí;Sí;8;Sí;No;DSL;No;Sí;No;Sí;No;No;Mes a mes;No;Transferencia bancaria (automática);56.3;401.5;No
4176-FXYBO;Hombre;0;Sí;No;54;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Mes a mes;No;Cheque electrónico;109.55;6118.95;No
1063-DHQJF;Hombre;0;Sí;Sí;69;Sí;No;Fibra óptica;No;Sí;No;Sí;Sí;No;Dos años;Sí;Cheque por correo;92.15;6480.9;No
8663-UPDGF;Mujer;0;No;No;26;Sí;Sí;DSL;Sí;Sí;No;No;Sí;No;Mes a mes;Sí;Transferencia bancaria (automática);69.5;1800.05;No
6719-FGEDO;Mujer;0;Sí;No;72;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;No;No;Dos años;Sí;Transferencia bancaria (automática);97;7104.2;No
1837-YQUCE;Mujer;0;No;No;70;No;Sin servicio de telefonía;DSL;Sí;No;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);58.35;4214.25;No
2947-DOMLJ;Hombre;0;No;Sí;1;Sí;No;DSL;Sí;No;No;No;No;No;Mes a mes;No;Cheque por correo;50.6;50.6;Sí
4112-LUEIZ;Hombre;0;No;No;10;Sí;No;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;89.5;863.1;Sí
0369-ZGOVK;Mujer;0;Sí;Sí;28;Sí;No;Fibra óptica;No;No;No;No;No;No;Un año;Sí;Transferencia bancaria (automática);70.4;1992.2;No
4510-HIMLV;Hombre;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;69.8;69.8;Sí
9919-KNPOO;Mujer;0;Sí;No;21;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;94.3;1948.35;No
8749-JMNKX;Hombre;1;Sí;No;51;Sí;Sí;Fibra óptica;Sí;No;Sí;No;Sí;No;Mes a mes;Sí;Transferencia bancaria (automática);93.8;4750.95;Sí
7872-BAAZR;Mujer;0;Sí;Sí;53;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Transferencia bancaria (automática);19.55;1007.9;No
9391-LMANN;Hombre;0;No;Sí;53;Sí;No;Fibra óptica;Sí;Sí;Sí;No;No;Sí;Un año;No;Cheque electrónico;95.95;5036.9;No
2430-USGXP;Hombre;0;Sí;No;24;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;101.05;2391.8;Sí
8174-TBVCF;Mujer;0;Sí;No;70;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);94.8;6859.05;No
1698-XFZCI;Hombre;0;No;No;61;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Un año;Sí;Cheque electrónico;107.75;6521.9;No
1877-HKBQX;Mujer;0;No;No;11;Sí;No;DSL;Sí;No;No;Sí;No;No;Un año;Sí;Cheque por correo;54.6;617.85;No
4450-DLLMH;Hombre;0;No;No;2;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);71.3;157.75;No
0428-AXXLJ;Hombre;0;No;No;25;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Transferencia bancaria (automática);19.5;516.3;No
2746-DIJLO;Mujer;0;No;No;41;Sí;Sí;DSL;No;Sí;No;No;No;No;Un año;Sí;Tarjeta crédito (automática);56.3;2364;No
5955-ERIHD;Hombre;0;Sí;No;18;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;94.7;1687.95;Sí
0917-EZOLA;Hombre;1;Sí;No;72;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);104.15;7689.95;Sí
3508-VLHCZ;Mujer;0;Sí;Sí;71;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);90.55;6239.05;No
4086-ATNFV;Mujer;0;Sí;Sí;34;Sí;No;DSL;Sí;Sí;Sí;No;No;No;Un año;Sí;Cheque por correo;60.8;2042.05;No
0468-YRPXN;Hombre;0;No;No;29;Sí;No;Fibra óptica;No;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Tarjeta crédito (automática);98.8;2807.1;No
5996-NRVXR;Hombre;1;Sí;No;40;Sí;No;Fibra óptica;Sí;Sí;Sí;Sí;Sí;No;Un año;Sí;Tarjeta crédito (automática);98.15;4116.8;No
3739-YBWAB;Hombre;0;Sí;No;36;No;Sin servicio de telefonía;DSL;Sí;No;Sí;No;No;No;Un año;No;Cheque por correo;35.35;1317.95;No
